food_code,food_name,food_category,representative_food,serving_basis,calories,carbs,protein,fat,sugar,sodium,source
D708-402000000-0001,치킨데리야끼,구이류,치킨데리야끼,100ml,117,10.96,16,0.99,4.47,371,식품의약품안전처
D312-565000000-0001,치킨가스,튀김류,치킨가스,100g,296,22.01,13.96,16.96,2.08,390,식품의약품안전처
D414-719000000-0001,치커리무침,생채·무침류,치커리무침,100ml,16,2.35,0.8,0.48,0.69,171,식품의약품안전처
D714-651000000-0001,치커리겉절이,생채·무침류,치커리겉절이,100ml,22,3.51,0.72,0.73,1.89,160,식품의약품안전처
D614-651000000-0001,치커리 겉절이,생채·무침류,치커리 겉절이,100ml,58,6.18,2.9,3.01,0.66,506,식품의약품안전처
D212-564000000-0009,치즈스틱_치즈스틱 (6조각),튀김류,치즈스틱,100g,310,,16.81,,3.43,461,식품의약품안전처
D212-564000000-0007,치즈스틱_치즈스틱,튀김류,치즈스틱,100g,322,,15.67,,1.84,551,식품의약품안전처
D212-564000000-0006,치즈스틱_치즈 스틱 (4개),튀김류,치즈스틱,100g,319,,12.5,,3.41,578,식품의약품안전처
D212-564000000-0005,치즈스틱_치즈 스틱 (2개),튀김류,치즈스틱,100g,318,,13.64,,2.27,577,식품의약품안전처
D212-564000000-0002,치즈스틱_순수치즈스틱,튀김류,치즈스틱,100g,220,,11.95,,1.44,673,식품의약품안전처
D212-564000000-0004,치즈스틱_모짜렐라치즈스틱(1개입),튀김류,치즈스틱,100g,379,,9.09,,9.09,485,식품의약품안전처
D212-564000000-0001,치즈스틱_롱치즈스틱 (1개),튀김류,치즈스틱,100g,302,,12.86,,0.79,39,식품의약품안전처
D212-564000000-0003,치즈스틱_롱치즈스틱,튀김류,치즈스틱,100g,322,,16.67,,0,469,식품의약품안전처
D312-564000000-0001,치즈스틱,튀김류,치즈스틱,100g,329,20.57,12.59,21.85,1.84,596,식품의약품안전처
D202-108000000-0043,치즈빵_후라잉치즈감자볼,빵 및 과자류,치즈빵,100g,336,,3.45,,6.9,328,식품의약품안전처
D202-108000000-0042,치즈빵_화이트치즈볼 (5개입),빵 및 과자류,치즈빵,100g,363,,5.14,,14.29,526,식품의약품안전처
D202-108000000-0041,치즈빵_화이트치즈볼 (4개입),빵 및 과자류,치즈빵,100g,364,,5,,14.29,529,식품의약품안전처
D202-108000000-0040,치즈빵_화이트치즈볼 (3개입),빵 및 과자류,치즈빵,100g,362,,4.76,,14.29,524,식품의약품안전처
D202-108000000-0039,치즈빵_화이트치즈볼 (2개입),빵 및 과자류,치즈빵,100g,364,,4.29,,14.29,529,식품의약품안전처
D202-108000000-0038,치즈빵_화이트치즈볼 (1개입),빵 및 과자류,치즈빵,100g,357,,5.71,,14.29,514,식품의약품안전처
D202-108000000-0054,치즈빵_호두아몬드크림치즈빵,빵 및 과자류,치즈빵,100g,332,40.15,8.76,16.06,11.68,343,식품의약품안전처
D202-108000000-0037,치즈빵_햄치즈조리빵,빵 및 과자류,치즈빵,100g,350,,8.57,,10,386,식품의약품안전처
D202-108000000-0036,치즈빵_한조각씩크림치즈호두빵,빵 및 과자류,치즈빵,100g,367,,10,,7,341,식품의약품안전처
D202-108000000-0034,치즈빵_파르메산,빵 및 과자류,치즈빵,100g,298,,1.21,,9.7,341,식품의약품안전처
D202-108000000-0053,치즈빵_트리플치즈캐슈넛&스위트콘크림치즈,빵 및 과자류,치즈빵,100g,270,33.77,8.77,10.96,6.14,421,식품의약품안전처
D202-108000000-0052,치즈빵_트리플치즈캐슈넛,빵 및 과자류,치즈빵,100g,294,41.96,10.49,9.09,4.9,469,식품의약품안전처
D202-108000000-0033,치즈빵_트리플 치즈,빵 및 과자류,치즈빵,100g,266,,10.7,,3.26,502,식품의약품안전처
D202-108000000-0051,치즈빵_톡톡콘치즈브레드 (2개입),빵 및 과자류,치즈빵,100g,289,25,8.33,17.26,5.36,411,식품의약품안전처
D202-108000000-0050,치즈빵_톡톡콘치즈브레드,빵 및 과자류,치즈빵,100g,286,25,8.33,16.67,4.76,417,식품의약품안전처
D202-108000000-0032,치즈빵_크림치즈호두빵,빵 및 과자류,치즈빵,100g,328,,9.44,,10,350,식품의약품안전처
D202-108000000-0071,치즈빵_크림치즈쫀득이(1EA),빵 및 과자류,치즈빵,100g,348,,3.03,,9.09,515,식품의약품안전처
D202-108000000-0070,치즈빵_크림치즈월넛브레드,빵 및 과자류,치즈빵,100g,380,,9.58,,10.78,461,식품의약품안전처
D202-108000000-0031,치즈빵_크림치즈월넛 브레드,빵 및 과자류,치즈빵,100g,376,,8.48,,10.91,418,식품의약품안전처
D202-108000000-0030,치즈빵_크림치즈 살라망드,빵 및 과자류,치즈빵,100g,371,,7.78,,22.59,191,식품의약품안전처
D202-108000000-0029,치즈빵_크랜베리애플크림치즈,빵 및 과자류,치즈빵,100g,299,,6.1,,10.98,317,식품의약품안전처
D202-108000000-0027,치즈빵_카스타드화이트치즈볼 (5개입),빵 및 과자류,치즈빵,100g,337,,4.67,,14,363,식품의약품안전처
D202-108000000-0026,치즈빵_카스타드화이트치즈볼 (4개입),빵 및 과자류,치즈빵,100g,338,,4.58,,13.75,350,식품의약품안전처
D202-108000000-0025,치즈빵_카스타드화이트치즈볼 (3개입),빵 및 과자류,치즈빵,100g,336,,4.44,,13.89,350,식품의약품안전처
D202-108000000-0028,치즈빵_카스타드화이트치즈볼,빵 및 과자류,치즈빵,100g,333,,5,,13.33,350,식품의약품안전처
D202-108000000-0023,치즈빵_치즈퐁듀,빵 및 과자류,치즈빵,100g,263,,11.11,,1.48,556,식품의약품안전처
D202-108000000-0069,치즈빵_치즈클라우드브레드,빵 및 과자류,치즈빵,100g,372,,12.18,,8.97,494,식품의약품안전처
D202-108000000-0072,치즈빵_치즈빵빵,빵 및 과자류,치즈빵,100g,288,,6.67,,20,387,식품의약품안전처
D202-108000000-0068,치즈빵_치즈방앗간,빵 및 과자류,치즈빵,100g,315,,5.2,,7.14,539,식품의약품안전처
D202-108000000-0020,치즈빵_치즈감자봉,빵 및 과자류,치즈빵,100g,353,,6.32,,7.37,400,식품의약품안전처
D202-108000000-0024,치즈빵_치즈 푸가스,빵 및 과자류,치즈빵,100g,324,46.3,11.2,10.4,2.4,390,식품의약품안전처
D202-108000000-0019,치즈빵_치즈 퐁듀,빵 및 과자류,치즈빵,100g,316,,4,,8,316,식품의약품안전처
D202-108000000-0018,치즈빵_치즈 앤 치즈 블랑,빵 및 과자류,치즈빵,100g,246,,10.95,,4.29,436,식품의약품안전처
D202-108000000-0017,치즈빵_처음만난크림치즈,빵 및 과자류,치즈빵,100g,356,,10,,12,485,식품의약품안전처
D202-108000000-0049,치즈빵_쫀득치즈스틱 (3개입),빵 및 과자류,치즈빵,100g,356,47.78,2.22,17.78,7.78,389,식품의약품안전처
D202-108000000-0067,치즈빵_쫀득치즈스틱,빵 및 과자류,치즈빵,100g,350,,3,,6.67,383,식품의약품안전처
D202-108000000-0066,치즈빵_진한크림치즈빵,빵 및 과자류,치즈빵,100g,346,,7.41,,16.05,333,식품의약품안전처
D202-108000000-0065,치즈빵_양파치즈브레드,빵 및 과자류,치즈빵,100g,327,,8.54,,6.1,472,식품의약품안전처
D202-108000000-0015,치즈빵_쉑쉑모찌볼 어니언 (9개입),빵 및 과자류,치즈빵,100g,414,,7.07,,8.08,495,식품의약품안전처
D202-108000000-0014,치즈빵_쉑쉑모찌볼 어니언 (6개입),빵 및 과자류,치즈빵,100g,409,,3.03,,7.58,485,식품의약품안전처
D202-108000000-0013,치즈빵_쉑쉑모찌볼 어니언 (3개입),빵 및 과자류,치즈빵,100g,409,,3.03,,9.09,485,식품의약품안전처
D202-108000000-0012,치즈빵_쉑쉑모찌볼 어니언 (1개입),빵 및 과자류,치즈빵,100g,409,,8.18,,8.18,500,식품의약품안전처
D202-108000000-0047,치즈빵_순진크림치즈빵,빵 및 과자류,치즈빵,100g,346,,7.41,,16.05,333,식품의약품안전처
D202-108000000-0064,치즈빵_빵속에리얼초코,빵 및 과자류,치즈빵,100g,329,,7.9,,17.11,276,식품의약품안전처
D202-108000000-0011,치즈빵_빙빙크림치즈,빵 및 과자류,치즈빵,100g,342,,8.89,,5.56,418,식품의약품안전처
D202-108000000-0063,치즈빵_블루치즈브레드,빵 및 과자류,치즈빵,100g,286,,7.94,,9.52,556,식품의약품안전처
D202-108000000-0062,치즈빵_블루베리크림치즈,빵 및 과자류,치즈빵,100g,264,,4.29,,15.72,386,식품의약품안전처
D202-108000000-0061,치즈빵_부드러운 시골 치즈빵(W),빵 및 과자류,치즈빵,100g,267,,9.95,,3.23,581,식품의약품안전처
D202-108000000-0010,치즈빵_미엘 고르곤졸라,빵 및 과자류,치즈빵,100g,285,,2.29,,10.29,319,식품의약품안전처
D202-108000000-0046,치즈빵_미니호두아몬드크림치즈빵 (5개입),빵 및 과자류,치즈빵,100g,332,40.15,8.76,16.06,11.68,343,식품의약품안전처
D202-108000000-0060,치즈빵_미니햄치즈롤(10개입),빵 및 과자류,치즈빵,100g,269,,10.95,,2.86,605,식품의약품안전처
D202-108000000-0059,치즈빵_미니크림치즈호두빵(8개입),빵 및 과자류,치즈빵,100g,333,,10,,10,350,식품의약품안전처
D202-108000000-0008,치즈빵_미니크림치즈호두빵 (8개입),빵 및 과자류,치즈빵,100g,333,,10,,10,350,식품의약품안전처
D202-108000000-0058,치즈빵_미니크림치즈호두빵,빵 및 과자류,치즈빵,100g,328,,9.45,,10,350,식품의약품안전처
D202-108000000-0057,치즈빵_미니치즈롤,빵 및 과자류,치즈빵,100g,288,,11.62,,3.03,470,식품의약품안전처
D202-108000000-0007,치즈빵_모찌모찌치즈스틱,빵 및 과자류,치즈빵,100g,367,,3,,6.67,433,식품의약품안전처
D202-108000000-0006,치즈빵_모짜렐라 치즈볼,빵 및 과자류,치즈빵,100g,321,,10.71,,14.29,532,식품의약품안전처
D202-108000000-0005,치즈빵_먹물퐁당감자치즈,빵 및 과자류,치즈빵,100g,373,,7.5,,5.83,245,식품의약품안전처
D202-108000000-0056,치즈빵_뚜레1번가치킨치즈롤,빵 및 과자류,치즈빵,100g,266,,8.87,,5.42,409,식품의약품안전처
D202-108000000-0004,치즈빵_동글동글순치즈,빵 및 과자류,치즈빵,100g,392,,8.49,,18.87,340,식품의약품안전처
D202-108000000-0003,치즈빵_달콤한고르곤졸라,빵 및 과자류,치즈빵,100g,308,,8.97,,11.54,423,식품의약품안전처
D202-108000000-0002,치즈빵_다시만난크림치즈,빵 및 과자류,치즈빵,100g,314,,9.88,,14.81,309,식품의약품안전처
D202-108000000-0001,치즈빵_깨알치즈감자볼,빵 및 과자류,치즈빵,100g,345,,5.45,,7.27,309,식품의약품안전처
D202-108000000-0045,치즈빵_고소짭짤 햄치즈브레드,빵 및 과자류,치즈빵,100g,294,35,10,12.5,3.75,538,식품의약품안전처
D202-108000000-0055,치즈빵_고다치즈와 체다치즈를 넣은 롤치즈빵(8개입),빵 및 과자류,치즈빵,100g,311,,9.63,,6.67,556,식품의약품안전처
D202-108000000-0044,치즈빵_고다치즈와 체다치즈를 넣은 롤치즈빵,빵 및 과자류,치즈빵,100g,311,47.41,9.63,9.63,6.67,556,식품의약품안전처
D212-563000000-0008,치즈볼_퐁듀 치즈볼,튀김류,치즈볼,100g,366,,4.3,,17.76,567,식품의약품안전처
D212-563000000-0007,치즈볼_트리플치즈볼 (6개),튀김류,치즈볼,100g,259,33.28,9.69,,3.4,282,식품의약품안전처
D212-563000000-0010,치즈볼_크림치즈볼,튀김류,치즈볼,100g,340,,4.49,,10.26,241,식품의약품안전처
D212-563000000-0006,치즈볼_치즈쫀득볼,튀김류,치즈볼,100g,336,,4.91,,7.75,336,식품의약품안전처
D212-563000000-0005,치즈볼_치즈볼 오리지널,튀김류,치즈볼,100g,343,,6.3,,4.9,335,식품의약품안전처
D212-563000000-0009,치즈볼_치즈볼 6개,튀김류,치즈볼,100g,362,,4.17,,9.99,224,식품의약품안전처
D212-563000000-0004,치즈볼_밀크치즈볼,튀김류,치즈볼,100g,342,,5.14,,3.77,388,식품의약품안전처
D212-563000000-0003,치즈볼_모짜감짜 오리지널,튀김류,치즈볼,100g,330,,8,,8,430,식품의약품안전처
D212-563000000-0002,치즈볼_로제크림치즈볼 (6개),튀김류,치즈볼,100g,357,45.6,4.5,,4.5,331,식품의약품안전처
D212-563000000-0001,치즈볼_고르곤 치즈볼,튀김류,치즈볼,100g,373,,6.51,,16.2,501,식품의약품안전처
D312-563000000-0001,치즈볼,튀김류,치즈볼,100g,333,28.66,9.56,20,5.48,532,식품의약품안전처
D219-715000000-0004,치즈_허브갈릭 크림치즈,유제품류 및 빙과류,치즈,100g,279,,7.46,,7.46,639,식품의약품안전처
D219-715000000-0003,치즈_플레인 크림치즈,유제품류 및 빙과류,치즈,100g,284,,4.48,,1.49,251,식품의약품안전처
D219-715000000-0002,치즈_초코청크 크림치즈,유제품류 및 빙과류,치즈,100g,301,,5.97,,10.45,484,식품의약품안전처
D219-715000000-0006,치즈_쪽파&베이컨크림치즈,유제품류 및 빙과류,치즈,100g,364,,8.57,,4.29,486,식품의약품안전처
D219-715000000-0001,치즈_블루베리 크림치즈,유제품류 및 빙과류,치즈,100g,273,,8.96,,16.42,570,식품의약품안전처
D219-715000000-0005,치즈_메이플피칸크림치즈,유제품류 및 빙과류,치즈,100g,329,,4.29,,12.86,500,식품의약품안전처
D603-199500000-0001,치즈 스파게티_해물,면 및 만두류,치즈 스파게티,100ml,99,15.18,4.5,2.09,2.14,133,식품의약품안전처
D202-107000000-0007,치아바타_페페로니 치아바타,빵 및 과자류,치아바타,100g,243,,10,,3.91,377,식품의약품안전처
D202-107000000-0006,치아바타_콘치즈 치아바타,빵 및 과자류,치아바타,100g,285,,8.33,,2.22,424,식품의약품안전처
D202-107000000-0010,치아바타_치즈감자치아바타,빵 및 과자류,치아바타,100g,234,,7.6,,3.8,462,식품의약품안전처
D202-107000000-0005,치아바타_올리브 치아바타,빵 및 과자류,치아바타,100g,243,,2.5,,0.83,346,식품의약품안전처
D202-107000000-0004,치아바타_시금치 치아바타,빵 및 과자류,치아바타,100g,223,,8.65,,4.86,315,식품의약품안전처
D202-107000000-0009,치아바타_블랙올리브치즈 치아바타,빵 및 과자류,치아바타,100g,276,45.95,7.57,6.49,3.24,530,식품의약품안전처
D202-107000000-0003,치아바타_미니 치아바타,빵 및 과자류,치아바타,100g,278,,10,,4,700,식품의약품안전처
D202-107000000-0011,치아바타_멜팅 치즈 바질 치폴레치킨 치아바타,빵 및 과자류,치아바타,100g,260,23.35,10.78,13.77,2.4,728,식품의약품안전처
D202-107000000-0008,치아바타_데일리 치아바타,빵 및 과자류,치아바타,100g,244,,7.5,,5,388,식품의약품안전처
D202-107000000-0002,치아바타_감자 치아바타,빵 및 과자류,치아바타,100g,233,,9.17,,2.5,120,식품의약품안전처
D202-107000000-0001,치아바타_갈릭 고르곤 치아바타,빵 및 과자류,치아바타,100g,264,,13.78,,7.11,308,식품의약품안전처
D202-106000000-0038,츄러스_흑임자 링츄,빵 및 과자류,츄러스,100g,414,62.53,6.96,14.52,11.27,474,식품의약품안전처
D202-106000000-0042,츄러스_플레인 츄러스,빵 및 과자류,츄러스,100g,355,,4.35,,15.08,147,식품의약품안전처
D202-106000000-0037,츄러스_톡톡 슈팅스타 링츄,빵 및 과자류,츄러스,100g,380,60.25,7.22,12.15,20,394,식품의약품안전처
D202-106000000-0036,츄러스_크림치즈 필링 롱츄,빵 및 과자류,츄러스,100g,387,50.41,5.51,18.06,13.27,318,식품의약품안전처
D202-106000000-0035,츄러스_크리미 인절미 링츄,빵 및 과자류,츄러스,100g,368,55.42,8.31,12.89,12.77,418,식품의약품안전처
D202-106000000-0034,츄러스_콘소메 스틱츄,빵 및 과자류,츄러스,100g,320,50.83,5.36,12.4,13.49,565,식품의약품안전처
D202-106000000-0009,츄러스_케이준츄라이,빵 및 과자류,츄러스,100g,478,53.33,6.11,26.67,8.33,774,식품의약품안전처
D202-106000000-0033,츄러스_컵츄볶이,빵 및 과자류,츄러스,100g,273,38.1,7.47,10.06,8.35,714,식품의약품안전처
D202-106000000-0008,츄러스_치즈츄러스,빵 및 과자류,츄러스,100g,355,50,5,15,11.25,363,식품의약품안전처
D202-106000000-0007,츄러스_치즈스틱츄,빵 및 과자류,츄러스,100g,367,52,5.14,15.43,13.71,354,식품의약품안전처
D202-106000000-0032,츄러스_치즈 시즈닝 링츄,빵 및 과자류,츄러스,100g,327,50.56,6.39,11.11,11.94,410,식품의약품안전처
D202-106000000-0031,츄러스_치즈 스틱츄,빵 및 과자류,츄러스,100g,334,49.95,5.21,12.49,12.97,378,식품의약품안전처
D202-106000000-0030,츄러스_츄로독,빵 및 과자류,츄러스,100g,289,27.09,9.39,15.87,9.69,650,식품의약품안전처
D202-106000000-0029,츄러스_츄러스 바바리안 크림,빵 및 과자류,츄러스,100g,308,,5.13,,5.13,410,식품의약품안전처
D202-106000000-0006,츄러스_츄러스,빵 및 과자류,츄러스,100g,355,50,5,15,11.25,330,식품의약품안전처
D202-106000000-0027,츄러스_초콜릿 필링 롱츄,빵 및 과자류,츄러스,100g,313,51.75,4.27,10.1,22.14,229,식품의약품안전처
D202-106000000-0026,츄러스_초콜릿 스틱츄,빵 및 과자류,츄러스,100g,366,52.18,5.56,15,16.16,319,식품의약품안전처
D202-106000000-0005,츄러스_초코필링츄,빵 및 과자류,츄러스,100g,400,55.81,5.58,17.21,20,294,식품의약품안전처
D202-106000000-0041,츄러스_초코 츄러스,빵 및 과자류,츄러스,100g,405,,4.35,,15.94,156,식품의약품안전처
D202-106000000-0025,츄러스_쫀듸기,빵 및 과자류,츄러스,100g,347,67.32,7,5.49,18.59,665,식품의약품안전처
D202-106000000-0024,츄러스_오리지널 링츄,빵 및 과자류,츄러스,100g,455,70,9.14,15.43,15.86,535,식품의약품안전처
D202-106000000-0023,츄러스_오리지널 롱츄,빵 및 과자류,츄러스,100g,327,46.3,4.79,13.56,10.68,280,식품의약품안전처
D202-106000000-0022,츄러스_오레오 초코 링츄,빵 및 과자류,츄러스,100g,356,56.95,1.71,11.1,16.59,434,식품의약품안전처
D202-106000000-0021,츄러스_오레오 스틱츄,빵 및 과자류,츄러스,100g,325,50.52,5.21,11.24,13.59,397,식품의약품안전처
D202-106000000-0020,츄러스_오레오 롱츄,빵 및 과자류,츄러스,100g,350,53.66,6.95,11.83,12.2,411,식품의약품안전처
D202-106000000-0004,츄러스_어니언츄라이,빵 및 과자류,츄러스,100g,502,50.56,6.11,30.56,6.67,632,식품의약품안전처
D202-106000000-0039,츄러스_아이스크림 시나몬 츄로넛,빵 및 과자류,츄러스,100g,202,,2.89,,15.61,156,식품의약품안전처
D202-106000000-0019,츄러스_아몬드초코 링츄,빵 및 과자류,츄러스,100g,406,57,9.11,12,16.67,391,식품의약품안전처
D202-106000000-0040,츄러스_쌍쌍 츄로스,빵 및 과자류,츄러스,100g,434,,4.92,,9.84,443,식품의약품안전처
D202-106000000-0002,츄러스_시나몬츄라이,빵 및 과자류,츄러스,100g,484,55.56,5.56,26.67,12.78,362,식품의약품안전처
D202-106000000-0018,츄러스_스페셜스틱 세트 (10개입),빵 및 과자류,츄러스,100g,325,46.59,5.5,12.9,10.51,432,식품의약품안전처
D202-106000000-0017,츄러스_스페셜링츄 세트 (8개입),빵 및 과자류,츄러스,100g,325,52.19,5.7,10.34,13.11,390,식품의약품안전처
D202-106000000-0001,츄러스_스틱츄,빵 및 과자류,츄러스,100g,370,51.43,5.14,16,12.57,320,식품의약품안전처
D202-106000000-0016,츄러스_스틱 츄러스,빵 및 과자류,츄러스,100g,316,48.89,5.22,11.06,10.06,383,식품의약품안전처
D202-106000000-0015,츄러스_슈크림 필링 롱츄,빵 및 과자류,츄러스,100g,356,51.02,5.51,14.59,14.59,290,식품의약품안전처
